complex_id	complex_name	subunits_uniprot_id
114	SNAPc (small nuclear RNA-activating protein) complex	Q16533;Q13487;Q92966;Q5SXM2;O75971
115	Polycomb repressive complex 1 (PRC1, hPRC-H)	P35226;Q14781;O00257;Q9HC52;P0DMV8;P78364;Q8IXK0;Q8NDX5;Q06587;Q99496;Q96GD3;O60264
116	Polycomb repressive complex 1 (PRC1, hPRC-H, YY1)	P35226;Q14781;O00257;Q9HC52;P0DMV8;P78364;Q8IXK0;Q8NDX5;Q06587;Q99496;Q96GD3;O60264;P25490
117	GPR56-CD81-Galpha(q/11)-Gbeta complex	Q9Y653;P60033;P29992;P50148;P62873
118	GPI-GnT activity complex	P37287;Q92535;Q14442;Q9BRB3
120	Lymphotoxin beta receptor complex	P01374;Q06643;P36941
123	Rnase/Mrp complex	Q99575;O95707;Q969H6;O75817;O95059;Q9H633;Q9BUL9;P78346;P78345;O75818
126	CCT complex (chaperonin containing TCP1 complex)	P78371;P49368;P50991;P48643;P40227;Q99832;P50990;P17987
127	NDC80 kinetochore complex	O14777;Q9BZD4;Q8NBT2;Q9HBM1
129	PIDDsome complex	P42575;P78560;Q9HB75
138	Telomere-associated protein complex	Q96AP0;Q9NUX5;P54274;Q15554;Q9NYB0;Q9BSI4
140	E-box sequence-binding complex	Q9BXY8;Q86U70;P25791;Q02577
142	CD147-gamma-secretase complex	Q96BI3;P35613;Q92542;P49768;Q9NZ42
143	APBB1-APP695-LRP1 complex	O00213;P05067-4;Q07954
144	Gamma-BAR-AP1 complex	Q63HQ0;Q10567;O43747;O75843;Q9BXS5;Q9Y6Q5;P61966;P56377;Q96PC3
149	PBAF complex (Polybromo- and BAF containing complex)	P60709;O96019;Q68CP9;Q86U86;P51532;Q12824;Q92922;Q8TAQ2;Q96GM5;Q969G3
152	TFIIE complex	P29083;P29084
153	TFIIF complex (transcription factor IIF)	P35269;P13984
155	TFIID complex	P21675;Q12962;Q15544;Q6P1X5;O00268;Q15542;P49848;Q16594;P20226
156	Retrotranslocation complex	Q9BUN8;P57678;Q86TM6
159	Condensin I-PARP-1-XRCC1 complex	Q15021;Q9BPX3;Q15003;P09874;O95347;Q9NTJ3;P18887
160	Condensin II	P42695;Q86XI2;Q6IBW4;O95347;Q9NTJ3
162	COG complex	Q8WTW3;Q14746;Q96JB2;Q9H9E3;Q9UP83;Q9Y2V7;P83436;Q96MW5
164	Cohesin-SA1 complex	O60216;Q14683;Q9UQE7;Q8WVM7
166	Cohesin-SA2 complex	O60216;Q14683;Q9UQE7;Q8N3U4
168	Protein-sorting ternary complex (EPS15, HGS, STAM2)	P42566;O14964;O75886
169	Protein-sorting ternary complex (EPS15, HGS, STAM1)	P42566;O14964;Q92783
173	MRN complex	P49959;O60934;Q92878
178	Respiratory chain complex I (holoenzyme), mitochondrial	P03886;P03891;P03897;P03901;P03915;P03923;O15239;O95299;Q86Y39;Q9UI09;Q9P0J0;O43678;O95167;O00483;Q16718;P56556;O95182;P51970;Q16795;O14561;O75438;O96000;Q9NX14;O95178;O43676;O95168;O43674;O95139;P17568;O95169;Q9Y6M9;O43677;O95298;P28331;O75306;O75489;O43181;O43920;O75380;O75251;O00217;P49821;P19404;P56181
180	PNUTS-PPP1CA complex	P62136;Q96QC0
181	26S proteasome	P25786;P25787;P25788;P25789;P28066;P60900;O14818;P20618;P49721;P49720;P28070;P28074;P28072;Q99436;P62191;P35998;P17980;P43686;P62195;P62333;Q9UNM6;P55036
186	WAVE2 complex	Q8IZP0;Q8WUW1;Q7L576;Q9Y2A7;Q9Y6W5
189	BAF complex	P60709;P63261;O96019;O94805;O14497;Q8NFD5;P51531;P51532;Q12824;Q92922;Q8TAQ2;Q96GM5;Q969G3
190	Mitotic checkpoint complex	O60566;O43684;Q12834;Q13257
192	PA28-20S proteasome	P25786;P25787;P25788;P25789;P28066;P60900;O14818;P20618;P49721;P49720;P28070;P28074;P28072;Q99436;Q06323;Q9UL46
193	PA700-20S-PA28 complex	P25786;P25787;P25788;P25789;P28066;P60900;O14818;P20618;P49721;P49720;P28070;P28074;P28072;Q99436;P62191;P35998;P17980;P43686;P62195;P62333;Q99460;O75832;O00231;O00232;Q9UNM6;O00487;Q13200;O43242;P55036;Q16401;Q15008;P51665;P48556;O00233;Q06323;Q9UL46
194	PA28gamma-20S proteasome	P25786;P25787;P25788;P25789;P28066;P60900;O14818;P20618;P49721;P49720;P28070;P28074;P28072;Q99436;P61289
201	HUIC complex	Q99728;P38398
205	Ubiquitin E3 ligase (VHL, TCEB1, TCEB2, CUL2, RBX1)	Q13617;Q15370;Q15369;P62877;P40337
207	Ubiquitin E3 ligase (ASB2, TCEB1, TCEB2, CUL5, RNF7)	Q96Q27;Q93034;Q15370;Q15369;Q9UBF6
208	Ubiquitin E3 ligase (ASB1, TCEB1, TCEB2, CUL5, RNF7)	Q9Y576;Q93034;Q15370;Q15369;Q9UBF6
209	Ubiquitin E3 ligase (ASB6, TCEB1, TCEB2, CUL5, RNF7)	Q9NWX5;Q93034;Q15370;Q15369;Q9UBF6
210	Ubiquitin E3 ligase (ASB7, TCEB1, TCEB2, CUL5, RNF7)	Q9H672;Q93034;Q15370;Q15369;Q9UBF6
211	Ubiquitin E3 ligase (ASB12, TCEB1, TCEB2, CUL5, RNF7)	Q8WXK4;Q93034;Q15370;Q15369;Q9UBF6
213	DNA ligase IV-XRCC1 complex	P49917;P18887
214	Ubiquitin E3 ligase (WSB1, TCEB1, TCEB2, CUL5, RBX1)	Q93034;Q15370;Q15369;P62877;Q9Y6I7
218	CRSP complex	Q15648;O60244;Q9NVC6;Q9ULK4;O75448;O95402;Q6P2C8;O43513
219	CAND1-CUL1-RBX1 complex	Q86VP6;Q13616;P62877
220	ARF-Mule complex	Q8N726;Q7Z6Z7;P06748
221	CAND1-CUL2-RBX1 complex	Q86VP6;Q13617;P62877
222	CAND1-CUL3-RBX1 complex	Q86VP6;Q13618;P62877
223	CAND1-CUL4A-RBX1 complex	Q86VP6;Q13619;P62877
224	CAND1-CUL4B-RBX1 complex	Q86VP6;Q13620;P62877
226	Ubiquitin E3 ligase (SKP1A, SKP2, CUL1)	Q13616;P63208;Q13309
227	Ubiquitin E3 ligase (SKP1A, BTRC, CUL1)	Q9Y297;Q13616;P63208
228	SMCC complex	P24863;P49336;Q15648;O60244;Q13503;O75448;Q9Y3C7;O75586
229	NAT complex	P24863;P49336;Q9BTT4;O60244;Q13503;Q9ULK4;O75586
230	Mediator complex	P24863;Q9BWU1;P49336;Q15648;Q9BTT4;Q9P086;Q93074;Q9UHV7;Q71F56;O60244;Q96RN5;Q9Y2X0;Q9NVC6;Q9BUE0;A0JLT2;Q9H944;Q13503;Q15528;Q9ULK4;O75448;Q71SY5;O95402;Q6P2C8;Q9H204;Q9NX70;Q96HR3;Q9Y3C7;Q9NPJ6;O75586;O43513;Q96G25;Q9NWA0
232	ARC complex	Q9UKU7;Q15648;Q93074;Q9UHV7;O60244;Q96RN5;Q9NVC6;Q9ULK4;O75448;Q71SY5;O95402;Q9NPJ6;O75586;O43513;Q96G25
234	HuCHRAC complex	Q9NRL2;Q9NRG0;Q9NRF9;O60264
236	WICH complex	Q9UIG0;O60264
238	SWI-SNF chromatin remodeling-related-BRCA1 complex	O96019;O14497;P38398;P51531;P51532;Q12824;Q92922;Q8TAQ2;Q92925;Q969G3
240	BRCA1-CTIP-ZBRK1 repressor complex	P38398;Q99708;Q9GZX5
242	BRCA1-BACH1 complex	P38398;Q9BX63
243	RalBP1-CDC2-CCNB1 complex	P14635;P06493;Q15311
244	BRAFT complex	P54132;O15360;Q00597;Q9HB96;Q9NPI8;O15287;Q9NW38;P40692;Q9H9A7;P27694;P15927;P35244;Q13472
245	FA core complex (Fanconi anemia core complex)	Q0VG06;O15360;Q8NB91;Q00597;Q9HB96;Q9NPI8;O15287;Q9NW38;Q9H9A7
246	BLM complex III	P54132;P40692;Q9H9A7;Q13472
247	RalBP1-CCNB1-AP2A-NUMB-EPN1 complex	O95782;P14635;Q9Y6I3;P49757;Q15311
248	BRAFT complex	P54132;O15360;Q00597;Q9HB96;Q9NPI8;O15287;Q9NW38;P27694;P15927;P35244;Q13472
254	TBPIP/HOP2-MND1 complex	Q9BWT6;Q9P2W1
256	RAD51B-RAD51C complex	O15315;O43502
261	RAD51B-RAD51C-RAD51D-XRCC2-XRCC3 complex	O15315;O43502;O75771;O43543;O43542
262	RAD51L3-XRCC2 complex	O75771;O43543
265	ATR-ATRIP complex	Q13535;Q8WXE1
266	RAD17-RFC complex	O75943;P35250;P40938;P35249;P40937
271	9-1-1 complex	O60921;O60671;Q99638
274	9-1-1-RAD17-RFC complex	O60921;O60671;O75943;Q99638;P35250;P40938;P35249;P40937
278	RFC core complex	P35250;P35249;P40937
279	RFC complex	P35251;P35250;P40938;P35249;P40937
280	GAPDH-HMGB-HSPA8-PDIA3 complex	P04406;P09429;P26583;P11142;P30101
282	SNF2h-cohesin-NuRD complex	Q9NRL2;Q12873;Q13547;Q92769;Q9UBB5;O95983;Q13330;O94776;O60216;Q09028;Q16576;O60264;Q14683;Q9UQE7;Q8WVM7;Q8N3U4
283	SIN3 complex	Q13547;Q92769;Q09028;Q16576;O00422;O75446;Q96ST3
285	PCNA-MLH1-PMS1 complex	P40692;P12004;P54277
286	PCNA-MSH2-MSH6 complex	P43246;P52701;P12004
287	ARC-L complex	P24863;P49336;Q15648;Q93074;Q9UHV7;O60244;Q96RN5;Q9NVC6;Q13503;Q9ULK4;O75448;Q71SY5;O75586;O43513
290	MSH2-MLH1-PMS2-PCNA DNA-repair initiation complex	P40692;P43246;P12004;P54278
291	MSH2-MLH1-PMS2 DNA-repair initiation complex	P40692;P43246;P54278
298	VEGF transcriptional complex	P27695;Q99966;Q16665;P40763
299	CBP-IRF3 complex	Q92793;Q14653
300	PC2 complex	Q9BTT4;O60244;Q9Y2X0;Q9NVC6;Q9H944;Q13503;O75448;Q6P2C8;Q9Y3C7;O75586;O43513;Q9Y2W1
301	SMCC complex	P24863;P49336;Q15648;Q9BTT4;Q93074;Q9UHV7;O60244;Q9Y2X0;Q9NVC6;Q9H944;Q13503;O75448;Q6P2C8;Q9Y3C7;O75586;O43513;Q9Y2W1
302	INO80 chromatin remodeling complex	O96019;Q9H9F9;Q9H981;Q9ULG1;Q9C086;Q6PI98;Q53TQ3;Q8NBZ0;Q96EZ8;Q6P4R8;Q9Y265;Q9Y230;P15923
304	SRCAP complex	O96019;Q9GZN1;Q96CJ1;P0C0S5;Q9Y265;Q9Y230;Q6ZRS2;Q15906;O95619;O43257
305	40S ribosomal subunit, cytoplasmic	P62861;P46783;P62280;P25398;P62277;P62263;P62841;P62244;P62249;P08708;P62269;P39019;P15880;P60866;P63220;P62266;P62847;P62851;P62854;P42677;P62979;P62857;P62273;P23396;P61247;P62701;P22090;P46782;P62753;P62081;P62241;P46781;P08865
306	Ribosome, cytoplasmic	P62861;P27635;P62906;P62913;P30050;P26373;P40429;P50914;P61313;P18621;Q07020;Q02543;P84098;P46778;P35268;P62829;P62750;P83731;P61254;P61353;P46776;P46779;P47914;P39023;P62888;P62899;P62910;P49207;P42766;P18077;Q9Y3U8;P83881;P61927;P61513;P63173;P62891;P36578;P62945;P46777;Q02878;P18124;P62424;P62917;P32969;P05388;P05386;P05387;P46783;P62280;P25398;P62277;P62263;P62841;P62244;P62249;P08708;P62269;P39019;P15880;P60866;P63220;P62266;P62847;P62851;P62854;P42677;P62979;P62857;P62273;P23396;P61247;P62701;P22090;P46782;P62753;P62081;P62241;P46781;P08865;P62987
308	60S ribosomal subunit, cytoplasmic	P27635;P62906;P62913;P30050;P26373;P40429;P50914;P61313;P18621;Q07020;Q02543;P84098;P46778;P35268;P62829;P62750;P83731;P61254;P61353;P46776;P46779;P47914;P39023;P62888;P62899;P62910;P49207;P42766;P18077;Q9Y3U8;P83881;P61927;P61513;P63173;P62891;P36578;P62945;P46777;Q02878;P18124;P62424;P62917;P32969;P05388;P05386;P05387;P62987
310	Cell cycle kinase complex CDC2	P14635;O95067;P24385;P06493;P38936;P12004
311	Cell cycle kinase complex CDK2	P24385;P24941;P38936;P12004
312	Cell cycle kinase complex CDK4	P24385;P11802;P38936;P12004
313	Cell cycle kinase complex CDK5	P24385;P30281;Q00535;P38936;P12004
314	PCNA-p21 complex	P38936;P12004
315	28S ribosomal subunit, mitochondrial	P51398;P82909;P82664;P82912;O15235;O60783;P82914;Q9Y3D3;Q9Y2R5;Q9NVS2;Q9Y676;Q9Y3D5;Q9Y399;P82921;P82650;Q9Y3D9;Q96EL2;P82663;Q9BYN8;Q92552;Q9Y2Q9;Q9NP92;Q92665;Q9Y291;P82930;P82673;P82675;P82932;Q9Y2R9;P82933
320	55S ribosome, mitochondrial	P51398;P82909;P83111;Q9BYD6;Q7Z7H8;Q9Y3B7;P52815;Q9BYD1;Q6P1L8;Q9P015;Q9NX20;Q9NRX2;Q9H0U6;P49406;Q5T653;Q9BYC9;Q7Z2W9;Q9NWU5;Q16540;Q96A35;Q9P0M9;Q13084;P09001;Q8TCC3;Q9BYC8;O75394;Q9BQ48;Q9NZE8;Q9P0J6;Q9BZE1;Q96DV4;Q9NYK5;Q9BYD3;Q9NQ50;Q8IXM3;Q9Y6G3;Q8N983;Q9H9J2;Q9BRJ2;Q9H2W6;Q9HD33;Q96GC5;Q13405;Q8N5N7;Q4U2R6;Q86TS9;Q96EL3;Q6P161;Q7Z7F7;Q9BYD2;P82664;P82912;O15235;O60783;P82914;Q9Y3D3;Q9Y2R5;Q9NVS2;Q9Y676;Q9Y3D5;Q9Y399;P82921;P82650;Q9Y3D9;Q96EL2;P82663;Q9BYN8;Q92552;Q9Y2Q9;Q9NP92;Q92665;Q9Y291;P82930;P82673;P82675;P82932;Q9Y2R9;P82933
322	DNA-PK-Ku complex	P78527;P13010;P12956
324	39S ribosomal subunit, mitochondrial	P83111;Q9BYD6;Q7Z7H8;Q9Y3B7;P52815;Q9BYD1;Q6P1L8;Q9P015;Q9NX20;Q9NRX2;Q9H0U6;P49406;Q5T653;Q9BYC9;Q7Z2W9;Q9NWU5;Q16540;Q96A35;Q9P0M9;Q13084;P09001;Q8TCC3;Q9BYC8;O75394;Q9BQ48;Q9NZE8;Q9P0J6;Q9BZE1;Q96DV4;Q9NYK5;Q9BYD3;Q9NQ50;Q8IXM3;Q9Y6G3;Q8N983;Q9H9J2;Q9BRJ2;Q9H2W6;Q9HD33;Q96GC5;Q13405;Q8N5N7;Q4U2R6;Q86TS9;Q96EL3;Q6P161;Q7Z7F7;Q9BYD2
328	Ku antigen complex	P13010;P12956
335	p54(nrb)-PSF-matrin3 complex	P43243;Q15233;P23246
336	DNA ligase IV-XRCC4-AHNK complex	Q09666;P49917;Q13426
338	40S ribosomal subunit, cytoplasmic	P62861;P46783;P62280;P25398;P62277;P62263;P62841;P62244;P62249;P08708;P62269;P39019;P15880;P60866;P63220;P62266;P62847;P62851;P62854;P62979;P62857;P62273;P23396;P61247;P62701;P46782;P62753;P62081;P62241;P46781;P08865
343	Sarcoglycan-sarcospan complex SG-SPN	Q16586;Q16585;Q92629;Q13326;Q14714
348	LIG4-XRCC4 complex	P49917;Q13426
350	DNA repair complex (PNKP-XRCC4-LigIV)	P49917;Q96T60;Q13426
353	DNA ligase IV-condensin complex	P49917;O95347;Q9NTJ3
359	DNA ligase IV-XRCC4-XLF complex	P49917;Q9H9Q4;Q13426
361	Artemis-DNA-PK complex	Q96SD1;P78527
362	DNA ligase III-XRCC1-PNK-DNA-pol III multiprotein complex	P49916;Q96T60;P06746;P18887
368	ERCC1-ERCC4-MSH2 complex	P07992;Q92889;P43246
369	MSH2-MSH6-PMS2-MLH1 complex	P40692;P43246;P52701;P54278
370	MSH2-MSH6-PMS1-MLH1 complex	P40692;P43246;P52701;P54277
376	PCNA-MutS-alpha-MutL-alpha-DNA complex	P40692;P43246;P52701;P12004;P54278
379	MutL-alpha complex	P40692;P54278
380	MutL-beta complex	P40692;P54277
386	Ubiquitin E3 ligase (UBADC1, RNF123)	Q5XPI4;Q9BSL1
387	MCM complex	P49736;P25205;P33991;P33992;Q14566;P33993
390	Ubiquitin E3 ligase (SKP1A, FBXW2, CUL1)	Q13616;Q9UKT8;P63208
391	Ubiquitin E3 ligase (DDB1, CUL4A, RBX1)	Q13619;Q16531;P62877
393	Succinyl-CoA synthetase, GDP-forming	P53597;Q96I99
394	Succinyl-CoA synthetase, ADP-forming	Q9P2R7;P53597
404	Isocitrate dehydrogenase, cytoplasmic	O75874
407	GUCY1A2-GUCY1B1 complex	P33402;Q02153
408	GUCY1A1-GUCY1B1 complex	Q02108;Q02153
415	EXO1-MLH1-PMS2 complex	Q9UQ84;P40692;P54278
419	Protein farnesyltransferase complex	P49354;P49356
422	CAV3-DAG1 complex	P56539;Q14118
424	EXO1-MLH1-PCNA complex	Q9UQ84;P40692;P12004
425	MSH4-MSH5-GPS2 complex	Q13227;O15457;O43196
426	Meprin A	Q16819;Q16820
428	Molybdopterin synthase	O96007;O96033
429	PIK3C3-PIK3R4 complex	Q8NEB9;Q99570
430	18S U11/U12 snRNP	O43143;Q8N8D1;Q6P2Q9;Q96LT9;O75533;Q13435;Q15393;Q15427;Q9BWJ5;Q9Y3B4;Q9BV90;Q16560;Q6IEG0;P14678;P62314;P62316;P62318;P62304;P62306;P62308;P67809;Q8TBF4;Q9UDW3;Q15696
432	N-NOS-CHIP-HSP70-1 complex	P0DMV8;P29475;Q9UNE7
433	BASC complex (BRCA1-associated genome surveillance complex)	Q13315;P54132;P38398;P40692;P49959;P43246;P52701;O60934;Q92878;P35251;P35250;P35249
434	BASC (Ab 80) complex (BRCA1-associated genome surveillance complex)	P54132;P38398;P40692;P43246;P52701;P35251;P35250;P35249
435	BASC (Ab 81) complex (BRCA1-associated genome surveillance complex)	Q13315;P38398;P40692;P35251;P35250;P35249
436	BASC (Ab C-20) complex (BRCA1-associated genome surveillance complex)	P38398;P52701;Q92878
438	GCN5-TRRAP histone acetyltransferase complex	P38398;Q92830;P43246;P52701;O75486;O75528;Q12962;O75529;Q16594;Q9Y4A5
441	TFTC-type histone acetyl transferase complex	P03372;Q92830;Q15648;Q93074;Q9UHV7;O60244;Q9Y2X0;Q9NVC6;Q9ULK4;O75448;Q9Y4A5
443	BP-SMAD complex	O14867;P19447;O95452;Q13118;P50539;P17980;O15198;Q15582
460	CRB1-MPP5- PATJ complex	P82279;Q8N3R9;Q8NI35
461	CRB1-MPP4-MPP5 complex	P82279;Q96JB8;Q8N3R9
462	TFTC complex (TATA-binding protein-free TAF-II-containing complex)	O15265;Q92830;Q15393;O75486;O75528;Q12962;Q16514;Q6P1X5;O00268;Q15542;O75529;P49848;Q9Y6J9;Q15545;Q16594;Q9Y4A5
463	TFIID complex	P21675;Q12962;Q15544;Q16514;Q15543;O00268;Q15542;P49848;Q15545;Q16594;P20226
466	Gamma-secretase complex (APH1A, PSEN1, PSENEN, NCSTN)	Q96BI3;Q92542;P49768;Q9NZ42
467	Gamma-secretase complex (APH1B, PSEN2, PSENEN, NCSTN)	Q8WW43;Q92542;P49810;Q9NZ42
468	Gamma-secretase complex (APH1A, PSEN2, PSENEN, NCSTN)	Q96BI3;Q92542;P49810;Q9NZ42
469	TFIID-beta complex	P21675;Q12962;Q15544;Q16514;Q15543;Q6P1X5;O00268;Q15542;P49848;Q15545;Q16594;P20226
470	TFTC complex (TATA-binding protein-free TAF-II-containing complex)	O15265;Q92830;Q15393;O75486;O75528;Q12962;Q16514;Q15543;Q6P1X5;O00268;Q15542;O75529;P49848;Q9Y6J9;Q15545;Q16594;Q9Y4A5
471	PCAF complex	Q92831;O75486;O75478;O75528;Q12962;Q16514;O75529;Q9Y6J9;Q16594;Q9Y4A5
472	Prolyl 4-hydroxylase (alpha(I)-type)	P13674;P07237
474	Prolyl 4-hydroxylase (alpha(III)-type)	Q7Z4N8;P07237
475	STAGA complex	Q92830;Q15393;O75486;O94864;Q96BN2;O75528;Q12962;Q16514;O75529;Q9Y6J9;Q16594;Q9Y4A5
476	STAGA complex	O15265;Q92830;Q15393;O75486;O94864;Q96BN2;O75528;Q12962;Q16514;O75529;Q9Y6J9;Q16594;Q9Y4A5
478	STAGA core complex	Q92830;O75486;Q16594
485	TFIID complex, B-cell specific	P21675;Q12962;Q15544;Q16514;Q15543;O00268;Q92750;Q15542;P49848;Q15545;Q16594;P20226
486	WIP-WASp-actin-myosin-IIa complex	P62736;P35579;P19105;P60660;P42768;O43516
490	TFIIA complex	P52655;P52657
492	DA complex	P52655;P52657;P21675;Q12962;Q15544;Q16514;Q15543;Q6P1X5;Q5VWG9;O00268;Q15542;P49848;Q15545;Q16594;P20226
493	DAB complex	P52655;P52657;Q00403;P21675;Q12962;Q15544;Q16514;Q15543;Q6P1X5;Q5VWG9;O00268;Q15542;P49848;Q15545;Q16594;P20226
497	TAF4-TAF12 subcomplex of TFIID complex	Q16514;O00268
499	RYK-WNT1 complex	P34925;P04628
500	RYK-WNT3A complex	P34925;P56704
501	DVL1-RYK complex	O14640;P34925
508	TFIID complex	P21675;Q12962;Q15544;Q16514;O00268;Q15542;P49848;Q15545;Q16594;P20226
509	TFIID complex	P21675;Q12962;Q15544;Q16514;Q15543;Q92804;O00268;Q15542;P49848;Q15545;Q16594;P20226
513	TFTC complex (TATA-binding protein-free TAF-II-containing complex)	O15265;Q92830;Q15393;O75486;O75528;Q12962;Q16514;Q6P1X5;O00268;Q15542;O75529;P49848;Q9Y6J9;Q15545;Q16594;Q9HBM6;Q9Y4A5
514	TFIID-beta complex	P21675;Q12962;Q15544;Q16514;Q15543;O00268;Q15542;P49848;Q15545;Q16594;Q9HBM6;P20226
517	AKAP5-PRKAR2A-PPP3CA complex	P24588;Q08209;P13861
518	AKAP250-PDE4D-PRKACA complex	Q02952;Q08499;P17612
519	AMY-1-S-AKAP84-RII-beta complex	Q92667;Q99417;P31323
520	KCNQ1 macromolecular complex	Q99996;P51787;P62136;P17612;P13861
521	Polycystin-1-E-cadherin-beta-catenin complex	P12830;P35222;P98161
522	Polycystin-1-E-cadherin-beta-catenin-Flotillin-2 complex	P12830;P35222;Q14254;P98161
525	TIP60 histone acetylase complex	O96019;Q92993;Q9Y265;Q9Y230;Q9Y4A5
527	TRPC3-TRPC4 channel complex, redox-sensitive	Q13507;Q9UBN4
528	NuA4/Tip60-HAT complex	O96019;Q9H0E9;Q9NPF5;Q96L91;Q9H2F5;Q9NXR8;Q92993;Q9HAF1;Q9UBU8;Q15014;Q9NV56;Q9Y265;Q9Y230;Q9Y4A5;O95619
529	NuA4/Tip60-HAT complex	O96019;Q9H0E9;Q9NPF5;Q96L91;Q9H2F5;Q9NXR8;Q92993;Q9HAF1;Q9UBU8;Q15014;Q9NV56;Q9Y265;Q9Y230;Q9Y4A5;Q15906;O95619
531	XPA-ERCC1-ERCC4 complex	P07992;Q92889;P23025
533	IMP3-IMP4-MPP10 complex	Q9NV31;Q96G21;O00566
535	TRAP complex	P24863;Q15648;Q9BTT4;Q93074;Q9UHV7;O60244;Q9Y2X0;Q9NVC6;Q13503;O75448;Q6P2C8;Q9Y3C7;Q9NPJ6;O75586;P10827;Q9Y2W1
536	TRPC1-TRPC3-TRPC7 complex	P48995;Q13507;Q9HCX4
541	IGF1-IGFBP3-ALS complex	P05019;P35858;P17936
547	SMCC complex	P24863;P49336;Q15648;Q93074;Q9UHV7;O60244;Q9Y2X0;Q9NVC6;Q13503;O75448;Q6P2C8;Q9NPJ6;O75586;Q9Y2W1
548	DRIP complex	Q15648;Q93074;Q9UHV7;O60244;Q9Y2X0;Q9NVC6;Q9ULK4;O75448;O95402;Q9NPJ6;O75586;O43513;P28702;P11473
550	NOS3-CAV1-NOSTRIN complex	Q03135;P29474;Q8IVI9
